Source,Expected Positive,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export)
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,"Bezeichnung Deutschlands als 'verseuchtes Land, das nicht mehr den Deutschen gehört' im Kontext der Debatte trägt Verschwörungsnarrative über fremde Vereinnahmung, anschlussfähig an antisemitische Stereotype.",ari.12sh,ari.12sh,289523773,2026-06-02 15:13:50,0,unglaublich.Ein verseuchten land was nicht mehr den deutschen gehört.,no,18108596992745968,https://www.instagram.com/ari.12sh,https://www.instagram.com/p/DZDH8YstgWl/c/18108596992745968,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/728093303_18607769017051774_6361867537463329231_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gEuWXuH6_xt_8eQlz-nKJDUVA9sbkPbbSK1I59JwDOU3MT7k-VjE-3KdCbFFhh405s&_nc_ohc=HT2dJ0078NgQ7kNvwH-hver&_nc_gid=AmV9HJcF1GPWlAn7gH1xXw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCmOKeMqirrjqx5ojvPMTq7Qv4-2TtXlEjx50qtfxbOyA&oe=6A6B0433&_nc_sid=0985b0,2958
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Billigt explizit die als Volksverhetzung gewertete Tat des Ladenbesitzers ('alles richtig gemacht').,74_mato,74_mato,6809320550,2026-06-07 11:19:07,0,Das ist crazy. Der gute Mann hat alles richtig gemacht!💪,no,18064875707459741,https://www.instagram.com/74_mato,https://www.instagram.com/p/DZDH8YstgWl/c/18064875707459741,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/747160785_18368595724224551_8338427101039905236_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gF6ItV5BdiygrNqcilfJz5Bxq7K2gdc8Of-BmhN7gJwp_Vha-DoneOUaAjvw_kB81c&_nc_ohc=cdItRFtlMwoQ7kNvwFZkiLQ&_nc_gid=DxPAZg8FE7wj6FNy2JU8ag&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA7hKc6SMyU3J4YVmfdrCr2hkXcWJctnkyzqBOBiF0meA&oe=6A6B1E35&_nc_sid=0985b0,4361
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,Ausdrückliche Solidaritätsbekundung mit dem Täter billigt dessen Handeln gegen Juden.,mnct2503,mnct2503,63849437361,2026-06-01 23:25:58,0,Solidarität mit dem Besitzer. 🙌,no,18119204866634055,https://www.instagram.com/mnct2503,https://www.instagram.com/p/DZDH8YstgWl/c/18119204866634055,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/751496429_17963704161133362_8589045417535684876_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGIkHaFha-pjjgrMPBRg9vSdfKLQkaP2Aw9DL96V73-gzohNTZHSA_HhKJjhajFjaI&_nc_ohc=C6Por9SdMm0Q7kNvwG7CBgK&_nc_gid=7sKxbd0sCPdog9KPBjaBkw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBm-AwLVuFPw_44ueiDsFvN3tygU72ZXs4mL9w650H1-A&oe=6A6AF3C9&_nc_sid=0985b0,669
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Der Mann ist der beste' als klare Zustimmung zur Handlung gegenüber Juden.,chameleon.657629,chameleon.657629,73793580883,2026-06-02 13:05:20,0,Der Mann ist der beste 👏,no,18066079664430833,https://www.instagram.com/chameleon.657629,https://www.instagram.com/p/DZDH8YstgWl/c/18066079664430833,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gF6Q6RFt7xnrGptOchvQ7rvAe-lXEYCVswutgVV2Iw1gRPQue5pPll7S1U2cyKb8Hg&_nc_ohc=vUGxye7DTtYQ7kNvwHyWyhS&_nc_gid=UQSp5_q_w4lgaSB1vxizLA&edm=AI-cjbYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQDXwzu_Foh6KDkZ6eqhifgwR2RmCECViL3xD3ON-Y4INQ&oe=6A6B08EA&_nc_sid=0985b0,2635
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"'Er hat alles richtig gemacht, Respekt!' als deutliche Zustimmung zur antisemitischen Handlung.",ecem.37_,ecem.37_,19063742713,2026-06-02 14:38:39,0,"Er hat alles richtig gemacht, Respekt !!!!",no,18320883817277458,https://www.instagram.com/ecem.37_,https://www.instagram.com/p/DZDH8YstgWl/c/18320883817277458,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/754143757_18128805475638714_160690723502154310_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NjguYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGIPZ8-ZhKuHQysFuAhR_hlkDTfEb29CbufMAkTmvkGw9oEMCahO97976yaNrxU_-Q&_nc_ohc=XcmhtnQWSmoQ7kNvwHMp4KN&_nc_gid=tFH9vaNpUjdfCKd1GklJ2g&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBGhpITUeTingk250XLMWAsrprkOfMGGKc747qMYOkXqA&oe=6A6B1E19&_nc_sid=0985b0,2872
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Erklärt ausdrücklich Unterstützung für den Täter (""Weiter so"", ""bin der erste der hinter dir steht"") bezogen auf das antisemitische Hausverbotsschild.",mck._.23,mck._.23,6848074123,2026-06-02 19:48:35,0,Weiter so mein Freund bin der erste der hinter dir steht 🙌,no,18084504680119154,https://www.instagram.com/mck._.23,https://www.instagram.com/p/DZDH8YstgWl/c/18084504680119154,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/684156763_18362027356226124_5177857639334934003_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gHohZq7gjB2KqNBPUE1xUIYz3475E6H98x4JP7ZjalYxvwQe42ghoq85OPImbAnCMs&_nc_ohc=kHlvDETf6VMQ7kNvwErUkLL&_nc_gid=sepFE-NkmmDvunaX6CVJXw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDeF7H_6F2Jr5Rp1cULrXpttnAQuX4V8M158jfiPeg1GA&oe=6A6AEABA&_nc_sid=0985b0,3453
test-data3,true,hoch,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Bezeichnet Juden verächtlich als ""Deckelträger"" und ""Sekte"", behauptet pauschal, sie seien ""nicht umsonst"" 109 mal aus Ländern vertrieben worden - dies rechtfertigt historische Verfolgung und stellt eine böswillige Verächtlichmachung der jüdischen Gruppe dar.",bavarian_barbarian91,bavarian_barbarian91,79567902622,2026-06-02 09:16:14,0,Sehr gut gemacht! Diese Deckelträger sind nicht umsonst in ein paar hundert Jahren 109 mal aus Ländern vertrieben worden. Langsam sollte jeder checken was das für eine Sekte ist.,no,18159001795458179,https://www.instagram.com/bavarian_barbarian91,https://www.instagram.com/p/DZDH8YstgWl/c/18159001795458179,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/742897103_17877499887654623_1340123895138921707_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gFCPh_ssheGUGCYZNOUMykPKQ2d5bK3toPv4etkt0tymGbSl9El7J8EYsi38yjSoGQ&_nc_ohc=uodvmkULBG0Q7kNvwGjj93Z&_nc_gid=EmjBLA2Ls_dKdfny49VMZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQD-47j972S-jMGycyIKwCurzFG3E_J5ocowd7lsZ6PgHg&oe=6A6B09F0&_nc_sid=0985b0,2041
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Für mich ist das ein Ehrenmann"" billigt die Handlung des Verurteilten.",faruk_karaaslan_,faruk_karaaslan_,45389468033,2026-06-01 23:32:44,0,Für mich ist das ein Ehrenmann,no,18325943731253150,https://www.instagram.com/faruk_karaaslan_,https://www.instagram.com/p/DZDH8YstgWl/c/18325943731253150,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/136356498_274271110702226_7555814830282256467_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gF0zHe6UU6ljQNXbRPRq3aLCLO-r97hOPdW7ltnnHdJbaNkmFA9R8IvVtWepXDUhaw&_nc_ohc=gPzFoJ_urx4Q7kNvwHRJLDr&_nc_gid=oe3KqX_C7XxvRm3QANq7KA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC4wheCKlezSOGd0uHuYdhd8-Q8y24DCbkhX22Cd5kO_Q&oe=6A6AEFE6&_nc_sid=0985b0,711
test-data3,true,hoch,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Ausdrückliche Aussage ""Ich bin für mehr Antisemitismus"" ist eine offene Befürwortung von Hass gegen Juden als Gruppe.",valentin_gg,valentin_gg,5603981932,2026-06-03 22:14:14,0,Ich bin für mehr Antisemitismus.,no,18138969370532082,https://www.instagram.com/valentin_gg,https://www.instagram.com/p/DZDH8YstgWl/c/18138969370532082,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/400191603_231624499936711_6245949788905256445_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gGyA98odFEtW2ccwIDLy1hnizFwEM8ONqvnLjzyakcC4V1ncL8a0vTBdgcY0agN3_o&_nc_ohc=XvGuwCRlpH8Q7kNvwE5E8TE&_nc_gid=hILzAvhfkPtayxz_rPPOvw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBUgVichjVHxPfWAkq61PF-mCSqhb58egxA37bPqaM7vA&oe=6A6AF30D&_nc_sid=0985b0,4069
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Alles richtig gemacht"" mit mehreren Beifalls-Emojis billigt ausdrücklich die Willkürmaßnahme gegen Juden.",___sem.a,___sem.a,6650803202,2026-06-02 01:46:58,0,Alles richtig gemacht 👏🏻👏🏻👏🏻👏🏻,no,18097386988921873,https://www.instagram.com/___sem.a,https://www.instagram.com/p/DZDH8YstgWl/c/18097386988921873,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/670638009_18333027118219203_1110399222823226994_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gHXoHWYLBOSyKmhNnKS1RCJTIU2THY3-jVYWG1slxNbPVrm7HTTYTBxu72g6JeCj7s&_nc_ohc=wva9Edqma00Q7kNvwGIIuuy&_nc_gid=slhFyn9p4OolA0pPD2P3Mw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBIm6WZBoX5GTJH5y5oUETT8Zac-qvwmuvAF_onPHU8Ow&oe=6A6AF65A&_nc_sid=0985b0,1336
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,"Suggeriert, durch Umbenennung in 'Israelis' hätte der Täter straffrei bleiben können, was die Ausschlussabsicht implizit billigt.",reinerhusten,reinerhusten,68905337665,2026-06-02 16:53:03,0,"Dann hätte er schreiben müssen ""Israelis""",no,18078904631560037,https://www.instagram.com/reinerhusten,https://www.instagram.com/p/DZDH8YstgWl/c/18078904631560037,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/456340837_8473529682665436_8090745968344892021_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFYKSKMVp5vPiRGvkZMEsvPSK4hxXWkWUwzLpaihdRBLx2DOF6k6GWjWxo0C79AESU&_nc_ohc=vGXvprjiB0IQ7kNvwEZmaf7&_nc_gid=uzu8mhwsINQ-AHgDZiWQXA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQATqVCvwZWAdFEk2zmy7gfpEHzBMRRJEYQmfFbX5JDwyg&oe=6A6AEA86&_nc_sid=0985b0,3162
test-data3,true,mittel,§ 130 Abs. 1 StGB,Verhetzende Beleidigung,"""Top Goy! Israel ist keine Religion"" nutzt den abwertenden antisemitischen Code ""Goy"" in zustimmendem Kontext zur Ausgrenzung.",elivoltek64,elivoltek64,4582707344,2026-06-02 05:46:46,0,Top Goy! Israel ist keine Religion,no,18079603949346617,https://www.instagram.com/elivoltek64,https://www.instagram.com/p/DZDH8YstgWl/c/18079603949346617,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/481846309_1173995994068399_2210844229209778028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gHBxHOSc26hV82Q1qhzfVwLwW1IJZoGVZbMPbQFyAfoYzWWRr_i9vgoLLa9NDx_q8w&_nc_ohc=GMOVZ7xZ4pMQ7kNvwFv0nNe&_nc_gid=gU6VIqrqkwSo8BbCFgeBNw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAw7Z_VBG0b6fNOZnfJe4bvxK_d4oPTx9wZd_xyxiqlgw&oe=6A6B1D35&_nc_sid=0985b0,1714
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""ehrenmann.!! alles richtig gemacht"" billigt ausdrücklich die Willkürmaßnahme gegen Juden.",jaraajani,jaraajani,46281857543,2026-06-02 01:54:21,0,ehrenmann.!! alles richtig gemacht,no,17994534506968408,https://www.instagram.com/jaraajani,https://www.instagram.com/p/DZDH8YstgWl/c/17994534506968408,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/241007772_376448474063132_5692765267934963781_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gHXoHWYLBOSyKmhNnKS1RCJTIU2THY3-jVYWG1slxNbPVrm7HTTYTBxu72g6JeCj7s&_nc_ohc=0_TGkcL6keQQ7kNvwG32D1W&_nc_gid=slhFyn9p4OolA0pPD2P3Mw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQARrrgsV1EHPwJboDHgL2v0TVRVG8atvRyYrh3Ievm9Mw&oe=6A6B143E&_nc_sid=0985b0,1368
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Ruft explizit dazu auf, den Verurteilten (""diesen Bruder"") zu unterstützen, und billigt ""alles richtig gemacht"".",mete.goekmen,mete.goekmen,4774287817,2026-06-01 23:30:08,0,"Meinungsfreiheit und so!
Mein lieber du hast alles richtig gemacht, jeder ahki aus der Region sollte diesen Bruder unterstützen!",no,17930527941315826,https://www.instagram.com/mete.goekmen,https://www.instagram.com/p/DZDH8YstgWl/c/17930527941315826,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/670924782_18392029312159818_174831790168237567_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGIkHaFha-pjjgrMPBRg9vSdfKLQkaP2Aw9DL96V73-gzohNTZHSA_HhKJjhajFjaI&_nc_ohc=69YqjRq3aUIQ7kNvwEt8Phy&_nc_gid=7sKxbd0sCPdog9KPBjaBkw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQByx9sYi7osm9nChatg4umOsis4C1sX5bDw-tPccSKo1w&oe=6A6AFC87&_nc_sid=0985b0,694
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,Formulierung 'die echten Besitzer dieses Landes' im Kontext ist eine bekannte antisemitische Verschwörungsanspielung auf angebliche jüdische Herrschaft über Deutschland.,ihsan.mvs.91,ihsan.mvs.91,184418932,2026-06-02 16:58:41,0,"Die Richter haben keine leichte Arbeit. Sie wollen die echten Besitzer dieses Landes nicht verärgern, aber auch nicht das deutsche Volk aufwecken.",no,18353052379213694,https://www.instagram.com/ihsan.mvs.91,https://www.instagram.com/p/DZDH8YstgWl/c/18353052379213694,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/684236503_18585460912034933_1856457691795297800_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zNzMuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gFYKSKMVp5vPiRGvkZMEsvPSK4hxXWkWUwzLpaihdRBLx2DOF6k6GWjWxo0C79AESU&_nc_ohc=wtiToful_AYQ7kNvwHuqFX6&_nc_gid=uzu8mhwsINQ-AHgDZiWQXA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDQ1J84NRP6V1MVaVaj13Pq5aVpbGa_AlB09TO3VWMKkQ&oe=6A6B17C8&_nc_sid=0985b0,3178
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,Forderung einer 'Medaille' für den Täter billigt und verherrlicht die Willkürmaßnahme gegen Juden.,13elo37,13elo37,74790041280,2026-06-02 12:49:43,0,Medaille hat er Verdient,no,18119992132668384,https://www.instagram.com/13elo37,https://www.instagram.com/p/DZDH8YstgWl/c/18119992132668384,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/499185919_17844294861489281_8796849517507816922_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zNjAuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEzLi-XJ68h95Rd6yyRQ7ndEZxMZZCk2bBzyEo3AMJ5rWHZ3sv7D27NW2nrOnJvhGA&_nc_ohc=prdYKe0SGegQ7kNvwHY6CsG&_nc_gid=hbdSeAVv6SC1TEvzFicUPw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBg1nynQuVIp6yPE_X9poeqei1lpkJe9nNjOsyaGoifXw&oe=6A6AEBC7&_nc_sid=0985b0,2585
test-data3,true,mittel,§ 185 StGB,Verhetzende Beleidigung,"Antwort an einen Nutzer mit vermutlich abwertendem Bezug (""zu viele Schläge abbekommen""), Kontext unklar, ggf. beleidigend gegenüber Gegner der Verteidiger des Ladenbesitzers - Bezug bleibt unklar, daher zur Prüfung.",schulze.tango,schulze.tango,436103779,2026-06-02 08:51:53,0,@bacho.24 zu viele Schläge abbekommen ? 🤦🏻‍♂️,no,18119153926739028,https://www.instagram.com/schulze.tango,https://www.instagram.com/p/DZDH8YstgWl/c/18119153926739028,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/651745488_18571135183007780_5742148966967364583_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gHi9t7pzQDeJDEyohUtkJsUiRrRfWIFdFXAXa_ZtzUBezlOM_L_wVlEvCkbGeM3Wwc&_nc_ohc=U_2gqXHIEQMQ7kNvwGHZE3z&_nc_gid=_h71Wbk6_bJIrP5VL8rpdw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDRC3uMqu0eJNrgmE1MlfnPC3eSk-h5PTfbW5LyST7gdw&oe=6A6AFE9A&_nc_sid=0985b0,1964
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Ehrenmann"" - billigende Zustimmung zur Handlung des Ladenbesitzers.",ricksen_1percenter,ricksen_1percenter,4622774200,2026-06-02 11:14:49,0,Ehrenmann,no,18082766531308666,https://www.instagram.com/ricksen_1percenter,https://www.instagram.com/p/DZDH8YstgWl/c/18082766531308666,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/609850851_18380048251158201_7643919447736908639_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHia8Yh3qoxoqarGyfnQHd_wftAJ5frTE1Bjp13tEazbLrA1ijPDf5pvmfssQ36gBg&_nc_ohc=-sOc7m2-9KEQ7kNvwFhfe-R&_nc_gid=4mjOLn7T8uS-RCIt-KYuMA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBYbtMfNQvQXJDreBzgNhkfj1cZjnKZ2V3VvFdJBZIFWw&oe=6A6B047E&_nc_sid=0985b0,2346
data2,,,,,,good_reminder31,good_reminder31,75731426497,2026-06-01 23:49:24,0,Was erwartet man sonst vom deutsch israelischem Staat … schade,no,17890517970522073,https://www.instagram.com/good_reminder31,https://www.instagram.com/p/DZDH8YstgWl/c/17890517970522073,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/745144588_17899597746522498_5962111452178904603_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFhilJlQ99O1jtrcOJcjPPcfTJolvLXvQipHr-NHxo8hYVf9VDC7jEYfuVoKAU6_cU&_nc_ohc=_8rLuDh2Me4Q7kNvwFQGvQl&_nc_gid=8LPNe_VJabXRKNQEViP9sA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCdaEBFPFFdKLoOdblZZ2HgoAvTNRkgGnCyD-fpKAeFFw&oe=6A6B0CB9&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Bezeichnet 'die' (im Kontext Juden) pauschal als 'das große Problem auf dieser Welt', Kollektivzuschreibung, die eine ganze Gruppe verächtlich macht.",el_darto_180,el_darto_180,13379763895,2026-06-02 14:23:43,0,Genau die sind das große Problem auf dieser Welt,no,18175642288370524,https://www.instagram.com/el_darto_180,https://www.instagram.com/p/DZDH8YstgWl/c/18175642288370524,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/273035198_606120473820637_4282087240957791471_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40OTguYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGR5NDZcZt3AnwYBQ0-_507faOIF4avG9vTfV9kiLA_UNqrSBalJ4jl2S4E_1CtZjI&_nc_ohc=JIpzOOP2W-EQ7kNvwF_C3rx&_nc_gid=768vrnNyFr9oS5pDNOw9NQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAKCrs5PpX5pn-P360xs7ASA1Ffjwi-OCXWr62Zf7o8gQ&oe=6A6B160A&_nc_sid=0985b0,2831
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,'Alles richtig gemacht' billigt den Ausschluss von Juden aus dem Laden als korrekte Handlung.,selv.hh,selv.hh,2217958751,2026-06-02 15:23:00,0,Alles richtig gemacht 👍,no,18053391257735622,https://www.instagram.com/selv.hh,https://www.instagram.com/p/DZDH8YstgWl/c/18053391257735622,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/480589364_9317401358347988_431489873646789636_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gEuWXuH6_xt_8eQlz-nKJDUVA9sbkPbbSK1I59JwDOU3MT7k-VjE-3KdCbFFhh405s&_nc_ohc=3i0C_HswdIgQ7kNvwGzcXsZ&_nc_gid=AmV9HJcF1GPWlAn7gH1xXw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCynPtFUFUTEQXz_ob5DSqzEIAnYs7etmmt7_6WgdlwDg&oe=6A6AE8C1&_nc_sid=0985b0,2978
